"tweet_id","in_reply_to_status_id","in_reply_to_user_id","retweeted_status_id","retweeted_status_user_id","timestamp","source","text","expanded_urls"
"196441549847007234","196368485687902209","8286","","","2012-04-29 03:31:29 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@DevP it was a long time coming..."
"196327022996365312","","","","","2012-04-28 19:56:24 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","I just removed @TechCrunch @VentureBeat @RWW and more tech blogs from Google Reader. I feel... clean."
"196315515441000449","196288087180058624","393129393","","","2012-04-28 19:10:40 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@ChaseAdam17 gotta be from salar de uyuni in Bolivia."
"195620485214633984","195616607643500545","393129393","","","2012-04-26 21:08:52 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@ChaseAdam17 next weekend is the relay... might be able to head up to the city next week sometime."
"195541622333784066","195526858132037634","393129393","","","2012-04-26 15:55:30 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@ChaseAdam17 dude, want to do a run in the headlands this weekend with my buddy Wenzhe and I?"
"194985666420027392","","","","","2012-04-25 03:06:20 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","Load virtualenvwrapper on demand to speed up your shell: http://t.co/GdLj0cul This is crazy awesome!","http://blog.arongriffis.com/post/dynamic-virtualenvwrapper"
"194984575146000388","","","194964986433503232","447644824","2012-04-25 03:02:00 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","RT @Firebase: What people are saying about @Firebase http://t.co/jKq15R6R","http://www.firebase.com/what-people-are-saying.html"
"194983871060774913","","","","","2012-04-25 02:59:12 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","Suck it @Lakers hope you lose in rnd 1 RT @sam_amick: NBA just released it: World Peace out seven games for his elbow on OKC's James Harden."
"194471690103816193","","","194243419621691395","32765534","2012-04-23 17:03:58 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","RT @sportsguy33: Just saw GSW inadvertently won today. Classic. The Warriors can't even tank without screwing it up. We need an Occupy G ..."
"194471362922950656","194212969297625089","820873","","","2012-04-23 17:02:40 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@chalky not to be confused with being in a posse, which is all the time."
"194471226691952640","194212969297625089","820873","","","2012-04-23 17:02:08 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@chalky will do. Though it might be a while before I do anything long enough requiring a crew :)"
"193550423557283840","193526086540337153","15668311","","","2012-04-21 04:03:11 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@mattbornski If I wasn't in Auburn this weekend, I would."
"193550119176638464","193516227862335490","820873","","","2012-04-21 04:01:59 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@chalky I can't that weekend, but I'd be interested in a future crewing event."
"192737405755850752","192285293330698240","16333991","","","2012-04-18 22:12:33 +0000","web","@drjwmarquis great article! I wanted to point you to @educreations. We make an app for the iPad and the web, and both are free!"
"192074739399921664","192021482971463681","129078113","","","2012-04-17 02:19:21 +0000","web","@gtumuluri thanks for the feedback. We do not plan on keeping a closed app. The reasons so far have been technical!"
