"tweet_id","in_reply_to_status_id","in_reply_to_user_id","retweeted_status_id","retweeted_status_user_id","timestamp","source","text","expanded_urls"
"873240837","873239716","759249","","","2008-07-31 02:51:40 +0000","<a href=""http://twitter.com/devices"" rel=""nofollow"">txt</a>","@deaneckles I concur. Shark week all the time!"
"866644225","","","","","2008-07-24 01:23:07 +0000","<a href=""http://twitter.com/devices"" rel=""nofollow"">txt</a>","Going to see the Giants take on the Nationals. Go Giants!"
"865749668","","","","","2008-07-23 02:44:44 +0000","web","Enjoyed happy hour.  Back to work..."
"862885118","","","","","2008-07-19 18:52:30 +0000","web","Successfully made the Portola Loop, without getting lost this time."
"862393369","","","","","2008-07-19 01:30:52 +0000","web","Need a job title for my business card.  Suggestions?  I also need a background picture."
"861691646","","","","","2008-07-18 10:07:23 +0000","<a href=""http://www.facebook.com/apps/application.php?id=21387115531"" rel=""nofollow"">fb2twit</a>","thinks Batman is awesome!"
"861288947","","","","","2008-07-17 21:07:44 +0000","<a href=""http://www.facebook.com/apps/application.php?id=21387115531"" rel=""nofollow"">fb2twit</a>","really stoked about his Cal Football season tickets! Go Bears!"
"860613585","","","","","2008-07-17 05:01:59 +0000","<a href=""http://www.facebook.com/apps/application.php?id=21387115531"" rel=""nofollow"">fb2twit</a>","really likes frozen yogurt."
"858713860","","","","","2008-07-15 05:16:58 +0000","web","Decided to continue to pass on the iPhone, 3G or not.  I'm going to stick with my Crackberry."
"856351792","","","","","2008-07-12 07:08:07 +0000","web","had a great time rafting the Middle fork of the American River."
